Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
at_0	cds	793254	793562	-	BIPKFD_03905		hypothetical protein	RefSeq:WP_003496411.1, SO:0001217, UniParc:UPI000216FCE2, UniRef:UniRef100_F7UAE0, UniRef:UniRef90_F0L2I5
at_0	cds	793694	794065	+	BIPKFD_03910	cheY	Two component response regulator	COG:COG0784, COG:T, RefSeq:WP_003496409.1, SO:0001217, UniParc:UPI00001645CA, UniRef:UniRef100_W1L6A1, UniRef:UniRef50_A6X580, UniRef:UniRef90_L0EUM1
at_0	cds	794084	795454	+	BIPKFD_03915	pleD	Response regulator PleD (With diguanylate cyclase and response regulator receiver domains)	COG:COG3706, COG:TK, RefSeq:WP_003496407.1, SO:0001217, UniParc:UPI000216FCE1, UniRef:UniRef100_F7UAD8, UniRef:UniRef50_A4YWI1, UniRef:UniRef90_U4Q3A3
at_0	ncRNA	795880	795989	+	BIPKFD_03920	Atu_C6	EcpR1	RFAM:RF02500, SO:0000655
at_0	cds	796271	796438	-	BIPKFD_03925	rpmG	50S ribosomal protein L33	COG:COG0267, COG:J, GO:0003735, GO:0005840, GO:0006412, RefSeq:WP_003496403.1, SO:0001217, UniParc:UPI0000133F7D, UniRef:UniRef100_Q8UFU8, UniRef:UniRef50_Q8UFU8, UniRef:UniRef90_Q8UFU8
at_0	cds	796528	797700	-	BIPKFD_03930	araJ	MFS domain-containing protein	COG:COG2814, COG:G, SO:0001217, UniRef:UniRef50_A9WYS7, UniRef:UniRef90_A0A176WWG3
at_0	cds	797709	798335	-	BIPKFD_03935		Nudix hydrolase domain-containing protein	RefSeq:WP_003496400.1, SO:0001217, UniParc:UPI000216FBA9, UniRef:UniRef100_F7UAD5, UniRef:UniRef50_H0GBG4, UniRef:UniRef90_F7UAD5
at_0	cds	798398	798841	-	BIPKFD_03940		DUF983 domain-containing protein	COG:COG5349, COG:S, RefSeq:WP_035242571.1, SO:0001217, UniParc:UPI0002E30FCC, UniRef:UniRef100_F7UAD4, UniRef:UniRef50_A0A372NA29, UniRef:UniRef90_M8AAX4
at_0	cds	798902	801256	-	BIPKFD_03945	rnr	Ribonuclease R	COG:COG0557, COG:K, SO:0001217, UniRef:UniRef50_Q6N558, UniRef:UniRef90_M8AIB5
at_0	cds	801253	803937	-	BIPKFD_03950		DNA topoisomerase 1	COG:COG1754, COG:S, SO:0001217, UniRef:UniRef50_U2WUN5, UniRef:UniRef90_A0A4D7WK92
at_0	cds	804196	804429	+	BIPKFD_03955		hypothetical protein	RefSeq:WP_080600295.1, SO:0001217, UniParc:UPI0009B6D0A3, UniRef:UniRef100_A0A357X248, UniRef:UniRef50_A0A285XKC6, UniRef:UniRef90_U4PSU5
at_0	cds	804382	805524	-	BIPKFD_03960	dprA	DNA processing chain A	COG:COG0758, COG:L, RefSeq:WP_082184158.1, SO:0001217, UniParc:UPI0009C5BCD9, UniRef:UniRef100_A0A1S7P1W7, UniRef:UniRef50_A0A1B9T4Y0, UniRef:UniRef90_A0A1B9T4Y0
at_0	cds	805547	806164	-	BIPKFD_03965	plsY	Glycerol-3-phosphate acyltransferase	COG:COG0344, COG:I, GO:0005886, GO:0008654, GO:0016021, GO:0043772, RefSeq:WP_003496394.1, SO:0001217, UniParc:UPI000216FBA3, UniRef:UniRef100_F7UAC9, UniRef:UniRef50_Q8UFU1, UniRef:UniRef90_Q8UFU1
at_0	cds	806212	807504	-	BIPKFD_03970	pyrC	Dihydroorotase	COG:COG0044, COG:F, SO:0001217, UniRef:UniRef50_A0A5S4W422, UniRef:UniRef90_A0A083ZRL2
at_0	cds	807501	808442	-	BIPKFD_03975	pyrB	Aspartate carbamoyltransferase	COG:COG0540, COG:F, EC:2.1.3.2, GO:0004070, GO:0006207, GO:0006520, GO:0016597, GO:0044205, RefSeq:WP_003502441.1, SO:0001217, UniParc:UPI00023314DE, UniRef:UniRef100_F7UAC7, UniRef:UniRef50_Q89K19, UniRef:UniRef90_Q8UFT9
at_0	cds	808684	809115	-	BIPKFD_03980		hypothetical protein	RefSeq:WP_082184662.1, SO:0001217, UniParc:UPI0009CBB409, UniRef:UniRef100_A0A357X9G1, UniRef:UniRef50_M8B4G9, UniRef:UniRef90_F7UAC6
at_0	cds	809624	811276	+	BIPKFD_03985	caiA	Acyl-CoA dehydrogenase AidB	COG:COG1960, COG:I, RefSeq:WP_082184160.1, SO:0001217, UniParc:UPI0009CEC4F4, UniRef:UniRef100_A0A1S7P208, UniRef:UniRef50_A0A5E7ZJM8, UniRef:UniRef90_A0A083ZRL5
at_0	cds	811417	812028	+	BIPKFD_03990		Acetyltransferase	RefSeq:WP_082184663.1, SO:0001217, UniParc:UPI0009E2E4EC, UniRef:UniRef100_A0A1S7P304, UniRef:UniRef50_N6UWA9, UniRef:UniRef90_A0A3G2DHM2
at_0	cds	812044	812967	-	BIPKFD_03995		Putative ornithine cyclodeaminase protein	RefSeq:WP_082184161.1, SO:0001217, UniParc:UPI0009D29CB5, UniRef:UniRef100_A0A7L5BEL2, UniRef:UniRef50_Q1MEY3, UniRef:UniRef90_F7UAC2
at_0	cds	813164	813808	+	BIPKFD_04000	acrR	TetR family transcriptional regulator	COG:COG1309, COG:K, RefSeq:WP_082184162.1, SO:0001217, UniParc:UPI0009D3BE2B, UniRef:UniRef100_A0A1S7P221, UniRef:UniRef50_A0A0Q5CYD3, UniRef:UniRef90_A0A024IPJ6
at_0	cds	814065	814226	+	BIPKFD_04005		hypothetical protein	RefSeq:WP_158001526.1, SO:0001217, UniParc:UPI0009CA65B5, UniRef:UniRef100_F7UAC0, UniRef:UniRef50_M8BEW9, UniRef:UniRef90_M8BEW9
at_0	cds	814223	814540	+	BIPKFD_04010		Membrane protein	RefSeq:WP_082184163.1, SO:0001217, UniParc:UPI0009D4E547, UniRef:UniRef100_A0A357XC07, UniRef:UniRef50_A0A095VEP3, UniRef:UniRef90_A0A1B9U969
at_0	cds	814492	814971	-	BIPKFD_04015	yqgF	Putative pre-16S rRNA nuclease	COG:COG0816, COG:JLK, EC:3.1.-.-, GO:0000967, GO:0004518, GO:0005737, RefSeq:WP_003496367.1, SO:0001217, UniParc:UPI000216FB98, UniRef:UniRef100_F7UAB8, UniRef:UniRef50_Q28QB4, UniRef:UniRef90_Q8UFT1
at_0	cds	814985	815287	-	BIPKFD_04020		Alkylphosphonate uptake protein	RefSeq:WP_082184164.1, SO:0001217, UniParc:UPI0009C5F7F8, UniRef:UniRef100_A0A1S7P274, UniRef:UniRef50_W6R6B1, UniRef:UniRef90_A0A1B9UKZ1
at_0	cds	815474	816178	+	BIPKFD_04025		UPF0173 metal-dependent hydrolase Atu1317	GO:0016787, SO:0001217, UniRef:UniRef50_A9CJ88, UniRef:UniRef90_A9CJ88
at_0	cds	816304	816591	+	BIPKFD_04030	gatC	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	COG:COG0721, COG:J, EC:6.3.5.-, GO:0005524, GO:0006412, GO:0006450, GO:0050566, GO:0050567, RefSeq:WP_003496362.1, SO:0001217, UniParc:UPI00020DB4BD, UniRef:UniRef100_A0A024INX1, UniRef:UniRef50_Q89K28, UniRef:UniRef90_Q8UFS9
at_0	cds	816647	818128	+	BIPKFD_04035	gatA	Glutamyl-tRNA(Gln) amidotransferase subunit A	COG:COG0154, COG:J, EC:6.3.5.7, GO:0005524, GO:0006412, GO:0016787, GO:0030956, GO:0050567, RefSeq:WP_082184166.1, SO:0001217, UniParc:UPI0009D439CB, UniRef:UniRef100_A0A1S7P276, UniRef:UniRef50_Q0BZV5, UniRef:UniRef90_Q8UFS8
at_0	cds	818187	818444	-	BIPKFD_04040	yjhX	UPF0386 protein CFBP5499_05770	COG:COG3811, COG:S, SO:0001217, UniRef:UniRef50_B9JDN2, UniRef:UniRef90_A0A4D7X452
at_0	cds	818763	819272	+	BIPKFD_04045		Acetyltransferase	RefSeq:WP_003496356.1, SO:0001217, UniParc:UPI000216FB93, UniRef:UniRef100_F7UAB2, UniRef:UniRef50_Q2K935, UniRef:UniRef90_F7UAB2
at_0	cds	819254	819535	-	BIPKFD_04050		hypothetical protein	
at_0	cds	819687	821192	+	BIPKFD_04055	gatB	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	COG:COG0064, COG:J, EC:6.3.5.-, GO:0005524, GO:0006412, GO:0050566, GO:0050567, RefSeq:WP_035242567.1, SO:0001217, UniParc:UPI000550E51A, UniRef:UniRef100_UPI000550E51A, UniRef:UniRef50_Q92QK5, UniRef:UniRef90_A6U821
at_0	cds	821409	821906	+	BIPKFD_04060	rimI	N-acetyltransferase domain-containing protein	COG:COG0456, COG:J, RefSeq:WP_216331244.1, SO:0001217, UniParc:UPI000E84C11B, UniRef:UniRef100_A0A357X6Z7, UniRef:UniRef50_W6RT28, UniRef:UniRef90_A0A083ZRN1
at_0	cds	821903	822376	+	BIPKFD_04065	argA	N-acetyltransferase Eis	COG:COG1246, COG:E, RefSeq:WP_003496350.1, SO:0001217, UniParc:UPI000216FB90, UniRef:UniRef100_F7UAA9, UniRef:UniRef50_C3MAB0, UniRef:UniRef90_A0A083ZRN2
at_0	cds	822487	822885	+	BIPKFD_04070	nDUFA12	NADH dehydrogenase	COG:C, COG:COG3761, RefSeq:WP_003496348.1, SO:0001217, UniParc:UPI000216FB8F, UniRef:UniRef100_F7UAA8, UniRef:UniRef50_A4YTN6, UniRef:UniRef90_A0A0Q4WGQ0
at_0	cds	823016	823453	+	BIPKFD_04075		Glycosyl hydrolase family 5	COG:COG4765, COG:S, RefSeq:WP_003496347.1, SO:0001217, UniParc:UPI000216FB8E, UniRef:UniRef100_F7UAA7, UniRef:UniRef50_A0A0Q6EMI5, UniRef:UniRef90_A0A1B9U968
at_0	cds	823470	824084	-	BIPKFD_04080	aat	Leucyl/phenylalanyl-tRNA--protein transferase	COG:COG2360, COG:O, EC:2.3.2.6, GO:0005737, GO:0008914, GO:0030163, RefSeq:WP_003496344.1, SO:0001217, UniParc:UPI000216FB8D, UniRef:UniRef100_F7UAA6, UniRef:UniRef50_Q8UFR8, UniRef:UniRef90_Q8UFR8
at_0	cds	824091	825437	-	BIPKFD_04085	accC	Biotin carboxylase	COG:COG0439, COG:I, RefSeq:WP_003496343.1, SO:0001217, UniParc:UPI000216FB8C, UniRef:UniRef100_F7UAA5, UniRef:UniRef50_A0A558ATX7, UniRef:UniRef90_A0A1V2AQX9
at_0	cds	825450	825938	-	BIPKFD_04090		Biotin carboxyl carrier protein of acetyl-CoA carboxylase	RefSeq:WP_003496341.1, SO:0001217, UniParc:UPI000216FB8B, UniRef:UniRef100_F7UAA4, UniRef:UniRef90_F0L2L8
at_0	cds	825964	826401	-	BIPKFD_04095	aroQ1	3-dehydroquinate dehydratase 1	COG:COG0757, COG:E, EC:4.2.1.10, GO:0003855, GO:0008652, GO:0009073, GO:0009423, RefSeq:WP_003496340.1, SO:0001217, UniParc:UPI000216FB8A, UniRef:UniRef100_F7UAA3, UniRef:UniRef50_Q8UFR5, UniRef:UniRef90_Q8UFR5
at_0	cds	826527	827294	-	BIPKFD_04100	dsbG	Thioredoxin domain-containing protein	COG:COG1651, COG:O, RefSeq:WP_035242563.1, SO:0001217, UniParc:UPI0002EF83A7, UniRef:UniRef100_F7UAA2, UniRef:UniRef50_A0A1Q8ZMZ7, UniRef:UniRef90_K5C4E7
at_0	cds	827461	828624	+	BIPKFD_04105	aspB	Putative aminotransferase	COG:COG0436, COG:E, SO:0001217, UniRef:UniRef50_A0A0D1EFP0, UniRef:UniRef90_A0A1S7NW89
at_0	cds	828654	829337	-	BIPKFD_04110	arsR	ArsR family transcriptional regulator	COG:COG0640, COG:K, RefSeq:WP_035242810.1, SO:0001217, UniParc:UPI000552F4A0, UniRef:UniRef100_F7UAA0, UniRef:UniRef50_A0A508TMM9, UniRef:UniRef90_F7UAA0
at_0	cds	829396	829737	+	BIPKFD_04115		NIPSNAP domain-containing protein	SO:0001217, UniRef:UniRef50_F0L2M3, UniRef:UniRef90_F0L2M3
at_0	cds	829734	830099	+	BIPKFD_04120		ABM domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5C7C7J8, UniRef:UniRef90_F7UA98
at_0	cds	830247	830951	+	BIPKFD_04125		3-oxoacyl-[acyl-carrier-protein] reductase	SO:0001217, UniRef:UniRef50_A0A0H4WHB5
at_0	cds	831227	834151	-	BIPKFD_04130		Ribonuclease E	SO:0001217, UniRef:UniRef50_A0A1I1CEY1, UniRef:UniRef90_F7UA96
at_0	cds	834797	836056	+	BIPKFD_04135	amiC	N-acetylmuramoyl-L-alanine amidase	COG:COG0860, COG:M, RefSeq:WP_003496315.1, SO:0001217, UniParc:UPI000216FA49, UniRef:UniRef100_F7UA92, UniRef:UniRef50_W6RS17, UniRef:UniRef90_A0A024IP14
at_0	cds	836384	838831	+	BIPKFD_04140	mrcA	DD-transpeptidase	COG:COG5009, COG:M, SO:0001217, UniRef:UniRef50_A0A0C6FGJ0, UniRef:UniRef90_M8B4C3
at_0	cds	839033	840061	+	BIPKFD_04145	prfB	Peptide chain release factor 2	COG:COG1186, COG:J, SO:0001217, UniRef:UniRef50_Q165J6, UniRef:UniRef90_A0A024IPG6
at_0	cds	840138	840617	+	BIPKFD_04150		Isochorismatase domain-containing protein	SO:0001217, UniRef:UniRef50_Q88JT5, UniRef:UniRef90_A0A1S7NWE7
at_0	cds	840621	841121	-	BIPKFD_04155		hypothetical protein	RefSeq:WP_003496305.1, SO:0001217, UniParc:UPI000216FA44, UniRef:UniRef100_F7UA87, UniRef:UniRef50_A0A0Q8B585, UniRef:UniRef90_F7UA87
at_0	cds	841143	841859	-	BIPKFD_04160	nadK	NAD kinase	COG:COG0061, COG:H, SO:0001217, UniParc:UPI000216FA43, UniRef:UniRef100_A0A024IP09, UniRef:UniRef50_Q98NA6, UniRef:UniRef90_A0A024IP09
at_0	cds	842214	843137	+	BIPKFD_04165	yHI9	Putative enzyme	COG:COG0384, COG:R, SO:0001217, UniRef:UniRef50_A0A1U9Z459, UniRef:UniRef90_U4PWE4
at_0	cds	843238	849588	-	BIPKFD_04170		hypothetical protein	RefSeq:WP_035242558.1, SO:0001217, UniParc:UPI00030DE6DD, UniRef:UniRef100_F7UA84, UniRef:UniRef90_F0L2N5
at_0	cds	850067	850435	+	BIPKFD_04175		HPt domain-containing protein	SO:0001217, UniRef:UniRef50_M8AAN5, UniRef:UniRef90_F7UA82
at_0	cds	850565	850885	+	BIPKFD_04180	fdx	2Fe-2S ferredoxin	COG:C, COG:COG0633, RefSeq:WP_003496292.1, SO:0001217, UniParc:UPI000216FA3E, UniRef:UniRef100_F7UA81, UniRef:UniRef50_Q6N2U2, UniRef:UniRef90_A0A1B9U979
at_0	ncRNA	850911	851067	-	BIPKFD_04185	Atu_C7	Rhizobiales sRNA Atu_C7	RFAM:RF02501, SO:0000655
at_0	cds	851194	851820	-	BIPKFD_04190		putative secreted Zn-dependent protease	RefSeq:WP_082184182.1, SO:0001217, UniParc:UPI0009D534B2, UniRef:UniRef100_A0A1S7P2Y7, UniRef:UniRef50_A0A1H6GHY8, UniRef:UniRef90_A0A285Y7B3
at_0	cds	851925	852785	+	BIPKFD_04195	folP	Dihydropteroate synthase	SO:0001217, UniRef:UniRef50_A0A024IPT1, UniRef:UniRef90_A0A024IPT1
at_0	cds	852862	853227	+	BIPKFD_04200	folB	7,8-dihydroneopterin aldolase	COG:COG1539, COG:H, RefSeq:WP_003496285.1, SO:0001217, UniParc:UPI000216FA3B, UniRef:UniRef100_F7UA78, UniRef:UniRef50_A0A095WP94, UniRef:UniRef90_A0A024IPF6
at_0	cds	853232	853747	+	BIPKFD_04205	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	COG:COG0801, COG:H, RefSeq:WP_175414389.1, SO:0001217, UniParc:UPI0009D2C3DC, UniRef:UniRef100_A0A7L5BEF7, UniRef:UniRef50_A0A3S3VFL6, UniRef:UniRef90_Q7CZF6
at_0	cds	853761	854321	-	BIPKFD_04210		hypothetical protein	SO:0001217, UniRef:UniRef50_C3MDA2, UniRef:UniRef90_A0A083ZRR1
at_0	cds	854451	855530	-	BIPKFD_04215	ycjF	UPF0283 membrane protein Atu1356	COG:COG3768, COG:S, GO:0005886, GO:0016021, SO:0001217, UniRef:UniRef50_B9JFT7, UniRef:UniRef90_Q8UFP1
at_0	cds	855527	857005	-	BIPKFD_04220	ycjX	DUF463 domain-containing protein	COG:COG3106, COG:T, SO:0001217, UniRef:UniRef50_A0A1H9PEL2, UniRef:UniRef90_A0A083ZRR3
at_0	cds	857137	857646	-	BIPKFD_04225	sixA	Histidine phosphatase family protein	COG:COG2062, COG:T, RefSeq:WP_035217531.1, SO:0001217, UniParc:UPI00045B4A2A, UniRef:UniRef100_A0A024IPF1, UniRef:UniRef50_A0A2C5ZMK3, UniRef:UniRef90_A0A2C5ZMK3
at_0	cds	857917	858336	+	BIPKFD_04230	dksA	RNA polymerase-binding transcription factor DksA	COG:COG1734, COG:K, RefSeq:WP_003496274.1, SO:0001217, UniParc:UPI000216FA35, UniRef:UniRef100_A0A024INT3, UniRef:UniRef50_P0CAU3, UniRef:UniRef90_S3IGS1
at_0	cds	858456	859682	-	BIPKFD_04235		Flagellar biosynthesis protein, FliO	SO:0001217, UniRef:UniRef50_A0A2L2LB31, UniRef:UniRef90_F7UA71
at_0	cds	859912	860190	+	BIPKFD_04240		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A4Y6T866, UniRef:UniRef90_UPI0009E1C2DB
at_0	cds	860361	862943	+	BIPKFD_04245	pAS	Histidine kinase	COG:COG2202, COG:T, SO:0001217, UniRef:UniRef50_P0DOA0, UniRef:UniRef90_A0A1B9T526
at_0	cds	863234	863587	+	BIPKFD_04250	clpS1	ATP-dependent Clp protease adapter protein ClpS 1	COG:COG2127, COG:O, GO:0006508, GO:0030163, RefSeq:WP_035242552.1, SO:0001217, UniParc:UPI0002E47D19, UniRef:UniRef100_A0A4D8A3R2, UniRef:UniRef50_Q9A5I0, UniRef:UniRef90_Q8UFN4
at_0	cds	863598	866114	+	BIPKFD_04255		ATP-dependent Clp protease, ATP-binding subunit	RefSeq:WP_003496263.1, SO:0001217, UniParc:UPI000216FA30, UniRef:UniRef100_F7UA67, UniRef:UniRef90_A0A6A5LAD9
at_0	cds	866184	866942	+	BIPKFD_04260	azlC	Putative branched-chain amino acid permease (Azaleucine resistance)	COG:COG1296, COG:E, RefSeq:WP_003496261.1, SO:0001217, UniParc:UPI000216FA2F, UniRef:UniRef100_F7UA66, UniRef:UniRef50_A0A0T7A7Z6, UniRef:UniRef90_U4Q6P4
at_0	cds	866939	867283	+	BIPKFD_04265		Branched-chain amino acid transport protein (AzlD)	RefSeq:WP_003496258.1, SO:0001217, UniParc:UPI000216FA2E, UniRef:UniRef100_F7UA65, UniRef:UniRef50_K2NWT2, UniRef:UniRef90_M8AJD8
at_0	cds	867351	868301	+	BIPKFD_04270		PAP2 superfamily	SO:0001217, UniRef:UniRef50_F0L353, UniRef:UniRef90_F7UA64
at_0	cds	868280	869170	-	BIPKFD_04275		Transcriptional regulator, LysR family protein	SO:0001217, UniRef:UniRef50_A0A1S7P3P4, UniRef:UniRef90_A0A1S7P3P4
at_0	cds	869281	870135	+	BIPKFD_04280		DUF1989 domain-containing protein	SO:0001217, UniRef:UniRef50_C8S3D3, UniRef:UniRef90_F7UA63
at_0	cds	870314	870745	-	BIPKFD_04285	hinT	HIT domain-containing protein	COG:COG0537, COG:FR, SO:0001217, UniRef:UniRef50_V4NQ03, UniRef:UniRef90_U4Q6P7
at_0	cds	870767	871966	-	BIPKFD_04290		GNAT family N-acetyltransferase	COG:COG3146, COG:R, SO:0001217, UniRef:UniRef50_U2WUM1, UniRef:UniRef90_A0A1V2AR39
at_0	cds	871963	872703	-	BIPKFD_04295	ugpQ	Glycerophosphoryl diester phosphodiesterase	COG:COG0584, COG:I, SO:0001217, UniRef:UniRef50_A0A1S7TU28, UniRef:UniRef90_A0A1S7R8V6
at_0	cds	872700	873170	-	BIPKFD_04300	ridA	YjgF-endoribonc domain-containing protein	COG:COG0251, COG:V, RefSeq:WP_003496246.1, SO:0001217, UniParc:UPI0002170D89, UniRef:UniRef100_F7UA59, UniRef:UniRef50_A0A1W9K8F7, UniRef:UniRef90_F7UA59
at_0	cds	873287	874129	+	BIPKFD_04305		ATP-binding protein	RefSeq:WP_003496243.1, SO:0001217, UniParc:UPI0002170D88, UniRef:UniRef100_F7UA58, UniRef:UniRef50_A0A1Q9AJQ4, UniRef:UniRef90_A0A0D8KHZ5
at_0	cds	874322	875089	+	BIPKFD_04310	rpsB	30S ribosomal protein S2	COG:COG0052, COG:J, RefSeq:WP_003496241.1, SO:0001217, UniParc:UPI0002170D87, UniRef:UniRef100_A0A2L2LAU9, UniRef:UniRef50_C4K1A0, UniRef:UniRef90_A0A0X8IY81
at_0	cds	875452	876378	+	BIPKFD_04315	tsf	Elongation factor Ts	COG:COG0264, COG:J, GO:0003746, GO:0005737, RefSeq:WP_035217511.1, SO:0001217, UniParc:UPI00045A980E, UniRef:UniRef100_A0A024IN19, UniRef:UniRef50_Q8RT66, UniRef:UniRef90_Q8UFM2
at_0	cds	876476	877198	+	BIPKFD_04320	pyrH	Uridylate kinase	COG:COG0528, COG:F, EC:2.7.4.22, GO:0005524, GO:0005737, GO:0033862, GO:0044210, RefSeq:WP_003502561.1, SO:0001217, UniParc:UPI00015E5207, UniRef:UniRef100_Q8UFM1, UniRef:UniRef50_Q8UFM1, UniRef:UniRef90_Q8UFM1
at_0	cds	877266	877823	+	BIPKFD_04325	frr	Ribosome-recycling factor	COG:COG0233, COG:J, GO:0005737, GO:0006415, RefSeq:WP_003496224.1, SO:0001217, UniParc:UPI0002170D84, UniRef:UniRef100_A0A024IPQ4, UniRef:UniRef50_Q8UFM0, UniRef:UniRef90_Q8UFM0
at_0	cds	877888	878631	+	BIPKFD_04330	uppS	Isoprenyl transferase	COG:COG0020, COG:I, EC:2.5.1.-, GO:0000287, GO:0004659, RefSeq:WP_082184190.1, SO:0001217, UniParc:UPI0009C45BA9, UniRef:UniRef100_A0A1S7P490, UniRef:UniRef50_Q9A707, UniRef:UniRef90_Q8UFL9
at_0	cds	878631	879464	+	BIPKFD_04335	cdsA	Phosphatidate cytidylyltransferase	COG:COG0575, COG:I, RefSeq:WP_082184191.1, SO:0001217, UniParc:UPI0009C7733F, UniRef:UniRef100_A0A357X9B4, UniRef:UniRef50_I3X893, UniRef:UniRef90_A0A1V2AQY2
at_0	cds	879502	880635	+	BIPKFD_04340	rseP	Putative zinc metalloprotease Atu1380	COG:COG0750, COG:OK, EC:3.4.24.-, GO:0004222, GO:0005886, GO:0016021, GO:0046872, SO:0001217, UniParc:UPI0005512FEE, UniRef:UniRef100_F7UA50, UniRef:UniRef50_Q8UFL7, UniRef:UniRef90_Q8UFL7
at_0	cds	880835	883159	+	BIPKFD_04345	bamA	Outer membrane protein assembly factor BamA	COG:COG4775, COG:M, RefSeq:WP_035242544.1, SO:0001217, UniParc:UPI00031C5C0D, UniRef:UniRef100_A0A357X9A6, UniRef:UniRef50_A0A1S2DLU7, UniRef:UniRef90_A0A2L2LAX6
at_0	cds	883209	884276	+	BIPKFD_04350	lpxD	UDP-3-O-acylglucosamine N-acyltransferase	RefSeq:WP_082184192.1, SO:0001217, UniParc:UPI0009CCCD79, UniRef:UniRef100_A0A1S7P3W9, UniRef:UniRef50_Q2K8X9, UniRef:UniRef90_A0A024IPQ1
at_0	cds	884269	884736	+	BIPKFD_04355	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	EC:4.2.1.59, GO:0004317, GO:0005737, GO:0006633, GO:0008659, GO:0008693, GO:0009245, GO:0047451, RefSeq:WP_080600365.1, SO:0001217, UniParc:UPI0009B6D482, UniRef:UniRef100_F7UA47, UniRef:UniRef50_Q8UFL4, UniRef:UniRef90_Q8UFL4
at_0	cds	884733	885548	+	BIPKFD_04360	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	COG:COG1043, COG:M, EC:2.3.1.129, GO:0005737, GO:0008780, GO:0009245, RefSeq:WP_003496208.1, SO:0001217, UniParc:UPI0002170D7D, UniRef:UniRef100_F7UA46, UniRef:UniRef50_Q8UFL3, UniRef:UniRef90_Q8UFL3
at_0	cds	885552	886433	+	BIPKFD_04365		UDP-2,3-diacylglucosamine diphosphatase LpxI	SO:0001217, UniRef:UniRef50_A0A444IM38, UniRef:UniRef90_A0A7I0RF82
at_0	cds	886430	887611	+	BIPKFD_04370	lpxB	Lipid-A-disaccharide synthase	SO:0001217, UniRef:UniRef50_C3MBR4, UniRef:UniRef90_A0A024INW9
at_0	cds	887747	889036	-	BIPKFD_04375	gltA	Citrate synthase	COG:C, COG:COG0372, RefSeq:WP_003496202.1, SO:0001217, UniParc:UPI0001FC5EBB, UniRef:UniRef100_A0A1B9U867, UniRef:UniRef50_P14165, UniRef:UniRef90_A0A545ZVB2
at_0	cds	889151	891778	+	BIPKFD_04380		Competence protein	SO:0001217, UniRef:UniRef50_A0A2S4EFH1, UniRef:UniRef90_F7UA41
at_0	cds	891796	892500	-	BIPKFD_04385	gstA	Glutathione S-transferase	COG:COG0625, COG:O, SO:0001217, UniRef:UniRef50_A0A379GK89, UniRef:UniRef90_A0A083ZRV0
at_0	cds	892917	893639	-	BIPKFD_04390	lexA	LexA repressor	COG:COG1974, COG:KT, EC:3.4.21.88, GO:0003677, GO:0004252, GO:0006260, GO:0006281, GO:0009432, GO:0045892, RefSeq:WP_003496192.1, SO:0001217, UniParc:UPI0002170D77, UniRef:UniRef100_F7UA39, UniRef:UniRef50_A1B3Z0, UniRef:UniRef90_Q8UFK2
at_0	cds	893850	894731	+	BIPKFD_04395		Glyoxalase-like-dom domain-containing protein	SO:0001217, UniRef:UniRef50_A0A068SPR8, UniRef:UniRef90_F7UA38
at_0	cds	894731	895576	+	BIPKFD_04400	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	COG:COG2877, COG:M, EC:2.5.1.55, GO:0005737, GO:0008676, GO:0019294, SO:0001217, UniRef:UniRef50_Q8UFH3, UniRef:UniRef90_Q8UFH3
at_0	cds	895724	896998	+	BIPKFD_04405	eno	Enolase	COG:COG0148, COG:G, EC:4.2.1.11, GO:0000015, GO:0000287, GO:0004634, GO:0005576, GO:0006096, GO:0009986, SO:0001217, UniRef:UniRef50_P42848, UniRef:UniRef90_Q8UFH1
at_0	cds	897342	897659	+	BIPKFD_04410	ftsB	Cell division protein	COG:COG2919, COG:D, RefSeq:WP_004441601.1, SO:0001217, UniParc:UPI00027D5BB5, UniRef:UniRef100_A0A024IPB0, UniRef:UniRef50_A0A0D5LRY4, UniRef:UniRef90_A0A0D0JU42
at_0	cds	897813	898856	+	BIPKFD_04415	pdhA	Pyruvate dehydrogenase E1 component subunit alpha	COG:C, COG:COG1071, RefSeq:WP_003496181.1, SO:0001217, UniParc:UPI0002170D72, UniRef:UniRef100_F7UA34, UniRef:UniRef50_A0A369T9Z3, UniRef:UniRef90_W6RBJ4
at_0	cds	898874	900295	+	BIPKFD_04420	aceF	Pyruvate dehydrogenase E1 component subunit beta	COG:C, COG:COG0508, SO:0001217, UniRef:UniRef50_O66113, UniRef:UniRef90_A0A1B9U817
at_0	cds	900310	901668	+	BIPKFD_04425		Acetyltransferase component of pyruvate dehydrogenase complex	RefSeq:WP_003496179.1, SO:0001217, UniParc:UPI0002170D70, UniRef:UniRef100_F7UA32, UniRef:UniRef90_F0L387
