,strain,treatment,cosm,name,contig,start,end,length
991,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156357,156361,4
992,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156365,156367,2
993,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156379,156381,2
994,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156400,156402,2
995,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156408,156411,3
996,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156412,156413,1
997,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156431,156433,2
998,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156445,156446,1
999,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156447,156449,2
1000,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156452,156464,12
1001,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156482,156484,2
1002,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156489,156492,3
1003,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156505,156507,2
1004,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156539,156543,4
1005,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156544,156546,2
1006,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156548,156550,2
1007,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156586,156587,1
1008,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156593,156594,1
1009,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156596,156597,1
1010,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156621,156622,1
1011,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156627,156629,2
1012,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156644,156645,1
1013,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156654,156655,1
1014,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156663,156667,4
1015,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156711,156712,1
1016,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156716,156718,2
1017,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156727,156732,5
1018,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156738,156742,4
1019,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156745,156747,2
1020,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156750,156754,4
1021,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156758,156759,1
1022,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156773,156774,1
1023,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156793,156796,3
1024,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156809,156965,156
1025,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156974,156975,1
1026,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,156982,156984,2
1027,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157004,157005,1
1028,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157007,157008,1
1029,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157015,157016,1
1030,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157031,157032,1
1031,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157041,157042,1
1032,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157060,157062,2
1033,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157092,157094,2
1034,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157095,157096,1
1035,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157100,157101,1
1036,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157104,157105,1
1037,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157107,157109,2
1038,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157113,157138,25
1039,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157149,157151,2
1040,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157153,157155,2
1041,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157162,157163,1
1042,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157175,157185,10
1043,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157192,157201,9
1044,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157202,157203,1
1045,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157219,157222,3
1046,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157224,157225,1
1047,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157230,157232,2
1048,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157236,157766,530
1049,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157785,157786,1
1050,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157790,157791,1
1051,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157802,157804,2
1052,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,157810,158584,774
1053,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,158594,158596,2
1054,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,158599,158602,3
1055,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,203459,203460,1
1056,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,205698,205699,1
1057,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,207692,207693,1
1058,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,207700,207701,1
1059,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,207780,207781,1
1060,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,207785,207786,1
1061,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,207791,207792,1
1062,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,208018,208019,1
1063,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,208078,208079,1
1064,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,208098,208099,1
1065,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,208118,208119,1
1066,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,209296,209297,1
1067,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,209386,209387,1
1068,Agrobacterium tumefaciens,4,1,At41.1,tig00000003_polypolish,209525,213991,4466
1069,Agrobacterium tumefaciens,4,1,At41.1,tig00000004_polypolish,0,5328,5328
1070,Agrobacterium tumefaciens,4,1,At41.1,tig00000004_polypolish,6100,6101,1
1071,Agrobacterium tumefaciens,4,1,At41.1,tig00000004_polypolish,6327,6329,2
1072,Agrobacterium tumefaciens,4,1,At41.1,tig00000004_polypolish,84459,84460,1
1073,Agrobacterium tumefaciens,4,1,At41.1,tig00000004_polypolish,222543,222544,1
1074,Agrobacterium tumefaciens,4,1,At41.1,tig00000004_polypolish,224671,224672,1
1075,Agrobacterium tumefaciens,4,1,At41.1,tig00000004_polypolish,224993,224994,1
1076,Agrobacterium tumefaciens,4,1,At41.1,tig00000004_polypolish,225368,225369,1
1077,Agrobacterium tumefaciens,4,1,At41.1,tig00000004_polypolish,225574,225575,1
1078,Agrobacterium tumefaciens,4,1,At41.1,tig00000004_polypolish,225764,225765,1
1079,Agrobacterium tumefaciens,4,1,At41.1,tig00000004_polypolish,225781,229503,3722
1080,Agrobacterium tumefaciens,4,1,At41.1,tig00000005_polypolish,0,31114,31114
1081,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,1,281,280
1082,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,427,428,1
1083,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,615,616,1
1084,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,1532,1533,1
1085,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,1891,1892,1
1086,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,61072,61078,6
1087,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,61080,61083,3
1088,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,500636,500638,2
1089,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,1326904,1326905,1
1090,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,2046604,2046605,1
1091,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,2182963,2182975,12
1092,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,2597903,2597904,1
1093,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,2994961,2994962,1
1094,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,2995556,2995557,1
1095,Agrobacterium tumefaciens,4,2,At42.1,tig00000001_polypolish,2995572,2999962,4390
1096,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,0,974,974
1097,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,11209,11210,1
1098,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,61225,61226,1
1099,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,76035,76036,1
1100,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,77070,77071,1
1101,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,77509,77510,1
1102,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,85832,85833,1
1103,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,87454,87455,1
1104,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,101872,101873,1
1105,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,102236,102237,1
1106,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,107613,107614,1
1107,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,122067,122068,1
1108,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,131280,131281,1
1109,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,134015,134016,1
1110,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,147177,147178,1
1111,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,156024,156025,1
1112,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,184753,184754,1
1113,Agrobacterium tumefaciens,4,2,At42.1,tig00000003_polypolish,203388,213991,10603
1114,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,0,2316,2316
1115,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,2406,2407,1
1116,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,2478,2479,1
1117,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,2570,2571,1
1118,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,2631,2632,1
1119,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,2659,2660,1
1120,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,2665,2666,1
1121,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,2829,2830,1
1122,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,2863,2864,1
1123,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,3075,3076,1
1124,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,3095,3096,1
1125,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,3139,3140,1
1126,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,3541,3542,1
1127,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,3568,3569,1
1128,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,10550,10551,1
1129,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,12183,12184,1
1130,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,12742,12743,1
1131,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,18983,18984,1
1132,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,19020,19021,1
1133,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,20335,20336,1
1134,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,20758,20759,1
1135,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,21780,21781,1
1136,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,22348,22349,1
1137,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,26768,26769,1
1138,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,26832,26833,1
1139,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,29751,29752,1
1140,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,30094,30095,1
1141,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,31101,31102,1
1142,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,37561,37562,1
1143,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,38012,38013,1
1144,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,38408,38409,1
1145,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,39123,39124,1
1146,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,39760,39761,1
1147,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,40585,40586,1
1148,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,40875,40876,1
1149,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,99683,99684,1
1150,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,101798,101799,1
1151,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,103867,103868,1
1152,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,105912,105913,1
1153,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,106410,106411,1
1154,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,107069,107070,1
1155,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,109878,109879,1
1156,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,129267,129268,1
1157,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,150769,150771,2
1158,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,151591,151592,1
1159,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,151642,151643,1
1160,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,152159,152169,10
1161,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,152256,152259,3
1162,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,152264,152266,2
1163,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,152276,152278,2
1164,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,152300,170559,18259
1165,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,173176,173177,1
1166,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,191427,191428,1
1167,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,193045,193046,1
1168,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,194721,194722,1
1169,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,194780,194781,1
1170,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,194819,194820,1
1171,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,194909,194910,1
1172,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,194935,194936,1
1173,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,195046,195047,1
1174,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,195088,195089,1
1175,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,195156,195157,1
1176,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,195179,195180,1
1177,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,195364,195365,1
1178,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,195799,195800,1
1179,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,195842,195843,1
1180,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,195962,195963,1
1181,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,196414,196415,1
1182,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,196622,196623,1
1183,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,218913,218914,1
1184,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,219115,219116,1
1185,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,223989,223990,1
1186,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,225764,225765,1
1187,Agrobacterium tumefaciens,4,2,At42.1,tig00000004_polypolish,225793,229503,3710
1188,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,201,202,1
1189,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,315,316,1
1190,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,438,439,1
1191,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,523,524,1
1192,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,625,626,1
1193,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,730,731,1
1194,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,978,979,1
1195,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,1209,1210,1
1196,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,1313,1314,1
1197,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,1861,1862,1
1198,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,2562,2563,1
1199,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,2781,2782,1
1200,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,3079,3080,1
1201,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,3282,3283,1
1202,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,3378,3379,1
1203,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,3804,3805,1
1204,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,3829,3830,1
1205,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,3934,3935,1
1206,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,3937,3938,1
1207,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,4251,4252,1
1208,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,4634,4635,1
1209,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,4782,4783,1
1210,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,5005,5006,1
1211,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,5065,5066,1
1212,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,5589,5590,1
1213,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,5663,5664,1
1214,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,5818,5819,1
1215,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,6186,6187,1
1216,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,6232,6233,1
1217,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,6305,6306,1
1218,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,6891,6893,2
1219,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,7339,7340,1
1220,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,7485,7486,1
1221,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,7606,7607,1
1222,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,7617,24755,17138
1223,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,24898,24899,1
1224,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,24916,24917,1
1225,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,25237,25239,2
1226,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,25302,25303,1
1227,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,25489,25490,1
1228,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,25813,25814,1
1229,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,25923,25924,1
1230,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,26041,26042,1
1231,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,26129,26130,1
1232,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,26183,26184,1
1233,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,26393,26394,1
1234,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,26464,26465,1
1235,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,26481,26482,1
1236,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,26566,26567,1
1237,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,26665,26666,1
1238,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,26677,26678,1
1239,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,26954,26955,1
1240,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,27034,27035,1
1241,Agrobacterium tumefaciens,4,2,At42.1,tig00000005_polypolish,27091,27092,1
